"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"0<=X<200",26,"existing paid","used car",7966,"<100","<1",2,"male single","none",3,"car",30,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","new car",7393,"<100","1<=X<4",1,"male single","none",4,"life insurance",43,"stores","own",1,"unskilled resident",2,"none","yes","good"
"0<=X<200",11,"delayed previously","radio/tv",4771,"<100","4<=X<7",2,"male single","none",4,"life insurance",51,"stores","own",1,"skilled",1,"none","yes","good"
">=200",12,"existing paid","furniture/equipment",1474,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",1493,"<100","<1",4,"female div/dep/mar","none",3,"car",34,"stores","own",1,"skilled",2,"none","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",1295,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",6,"delayed previously","business",1743,"100<=X<500","1<=X<4",1,"male single","none",2,"real estate",34,"stores","own",2,"unskilled resident",1,"none","yes","good"
"<0",36,"critical/order existing credit","radio/tv",9566,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",31,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",48,"existing paid","new car",8487,"no known savings","4<=X<7",1,"female div/dep/mar","none",2,"car",24,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","used car",6313,"no known savings",">=7",3,"male single","none",4,"car",41,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",15,"existing paid","repairs",1514,"100<=X<500","1<=X<4",4,"male single","guarantor",2,"real estate",22,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",21,"critical/order existing credit","business",3652,"<100","4<=X<7",2,"male single","none",3,"life insurance",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","used car",5804,">=1000","1<=X<4",4,"male single","none",2,"real estate",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","used car",3488,"100<=X<500","4<=X<7",3,"female div/dep/mar","none",4,"car",23,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"critical/order existing credit","radio/tv",717,"<100",">=7",4,"male single","none",4,"real estate",52,"stores","own",3,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","business",4526,"<100","1<=X<4",3,"male single","none",2,"real estate",74,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",12,"existing paid","used car",2028,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",30,"critical/order existing credit","radio/tv",3077,"no known savings",">=7",3,"male single","none",2,"car",40,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",36,"existing paid","new car",3079,"no known savings","1<=X<4",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"none","yes","good"
"<0",24,"critical/order existing credit","used car",2957,"<100",">=7",4,"male single","none",4,"life insurance",63,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",12,"existing paid","radio/tv",1567,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",22,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",9,"existing paid","radio/tv",790,"500<=X<10000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",66,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",15,"delayed previously","radio/tv",1478,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",33,"bank","own",2,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","used car",2197,"no known savings","4<=X<7",4,"male single","none",4,"car",43,"stores","own",2,"skilled",2,"yes","yes","good"
"no checking",24,"delayed previously","business",2978,"no known savings","1<=X<4",3,"male single","none",4,"real estate",32,"stores","own",2,"skilled",2,"yes","yes","good"
"0<=X<200",15,"existing paid","repairs",2631,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",24,"existing paid","new car",1474,"100<=X<500","<1",4,"male mar/wid","none",3,"real estate",33,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","education",2012,"no known savings","4<=X<7",4,"female div/dep/mar","none",2,"car",61,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"existing paid","radio/tv",590,"<100","<1",3,"male mar/wid","none",3,"real estate",26,"stores","own",1,"unskilled resident",1,"none","no","good"
"no checking",12,"critical/order existing credit","furniture/equipment",1258,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",22,"stores","rent",2,"unskilled resident",1,"none","yes","good"
"no checking",12,"critical/order existing credit","furniture/equipment",4681,"no known savings",">=7",2,"male single","none",4,"life insurance",49,"stores","rent",1,"skilled",1,"yes","yes","good"
">=200",12,"existing paid","radio/tv",1881,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",44,"stores","rent",1,"unskilled resident",1,"yes","yes","good"
"<0",48,"existing paid","used car",4788,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",24,"existing paid","new car",6313,"no known savings",">=7",3,"male single","none",4,"car",41,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",48,"existing paid","new car",10366,"<100",">=7",2,"male single","none",4,"life insurance",42,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",14,"existing paid","new car",3973,"<100","unemployed",1,"male single","none",4,"no known property",22,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","new car",3079,"no known savings","1<=X<4",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"delayed previously","used car",1516,"<100","1<=X<4",4,"male mar/wid","none",4,"real estate",41,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","radio/tv",1311,"100<=X<500","4<=X<7",4,"male mar/wid","none",3,"life insurance",26,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",776,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",28,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"existing paid","business",1449,"<100","4<=X<7",3,"female div/dep/mar","none",2,"car",27,"stores","own",2,"skilled",1,"none","yes","good"
"<0",12,"critical/order existing credit","new car",2171,"<100","1<=X<4",4,"male single","none",4,"life insurance",38,"bank","own",2,"unskilled resident",1,"none","no","good"
"0<=X<200",27,"delayed previously","used car",5965,"<100",">=7",1,"male single","none",2,"car",30,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",24,"existing paid","radio/tv",2896,"100<=X<500","<1",2,"male single","none",1,"car",29,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",21,"critical/order existing credit","furniture/equipment",2745,">=1000","4<=X<7",3,"male single","none",2,"car",32,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",11,"existing paid","furniture/equipment",1577,">=1000","<1",4,"female div/dep/mar","none",1,"real estate",20,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",10,"no credits/all paid","radio/tv",1048,"<100","1<=X<4",4,"male single","none",4,"real estate",23,"stores","own",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",11,"critical/order existing credit","new car",1322,">=1000","1<=X<4",4,"female div/dep/mar","none",4,"car",40,"stores","own",2,"skilled",1,"none","yes","good"
">=200",42,"no credits/all paid","business",6289,"<100","<1",2,"male div/sep","none",1,"life insurance",33,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",30,"critical/order existing credit","new car",2181,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",11,"critical/order existing credit","new car",1322,">=1000","1<=X<4",4,"female div/dep/mar","none",4,"car",40,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"none","yes","good"
">=200",9,"existing paid","radio/tv",1126,"100<=X<500",">=7",2,"male div/sep","none",4,"real estate",49,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",36,"critical/order existing credit","new car",3535,"<100","4<=X<7",4,"male single","none",4,"car",37,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",18,"critical/order existing credit","furniture/equipment",1049,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"none","yes","good"
"<0",13,"critical/order existing credit","business",1797,"<100","<1",3,"male single","none",1,"life insurance",28,"bank","own",2,"unskilled resident",1,"none","yes","good"
"0<=X<200",12,"critical/order existing credit","used car",1804,"100<=X<500","<1",3,"male single","none",4,"life insurance",44,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",11,"existing paid","furniture/equipment",1577,">=1000","<1",4,"female div/dep/mar","none",1,"real estate",20,"stores","own",1,"skilled",1,"none","yes","good"
"<0",36,"existing paid","other",15857,"<100","unemployed",2,"male div/sep","co applicant",3,"car",43,"stores","own",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"0<=X<200",48,"no credits/all paid","business",3566,"100<=X<500","4<=X<7",4,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",24,"existing paid","furniture/equipment",3069,"100<=X<500",">=7",4,"male single","none",4,"no known property",30,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",6070,"<100",">=7",3,"male single","none",4,"car",33,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"yes","yes","good"
"0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",27,"delayed previously","used car",8613,">=1000","1<=X<4",2,"male single","none",2,"car",27,"stores","own",2,"skilled",1,"none","yes","good"
">=200",24,"critical/order existing credit","radio/tv",3148,"no known savings","1<=X<4",3,"male single","none",2,"car",31,"stores","own",2,"skilled",1,"yes","yes","good"
"0<=X<200",6,"existing paid","radio/tv",484,"<100","4<=X<7",3,"male mar/wid","guarantor",3,"real estate",28,"bank","own",1,"unskilled resident",1,"none","yes","good"
"<0",21,"existing paid","furniture/equipment",3599,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",26,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"no checking",15,"delayed previously","used car",3594,"<100","<1",1,"female div/dep/mar","none",2,"life insurance",46,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",10,"existing paid","used car",2901,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"real estate",31,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","furniture/equipment",763,"<100","1<=X<4",4,"female div/dep/mar","none",1,"real estate",26,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","new car",1163,"500<=X<10000","1<=X<4",4,"male single","none",4,"real estate",44,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",24,"existing paid","radio/tv",999,"no known savings",">=7",4,"male single","none",2,"car",25,"stores","own",2,"skilled",1,"none","yes","good"
"<0",12,"existing paid","new car",1893,"<100","1<=X<4",4,"female div/dep/mar","guarantor",4,"life insurance",29,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",15,"critical/order existing credit","education",1532,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",3,"car",31,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","used car",2848,"100<=X<500","1<=X<4",1,"male single","co applicant",2,"real estate",32,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"delayed previously","radio/tv",1478,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",33,"bank","own",2,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","radio/tv",5103,"<100","<1",3,"male mar/wid","none",3,"no known property",47,"stores","for free",3,"skilled",1,"yes","yes","good"
"no checking",18,"critical/order existing credit","used car",3850,"<100","4<=X<7",3,"male single","none",1,"car",27,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",12,"delayed previously","radio/tv",585,"<100","<1",4,"male mar/wid","co applicant",4,"real estate",20,"stores","rent",2,"skilled",1,"none","yes","good"
"0<=X<200",24,"existing paid","radio/tv",2896,"100<=X<500","<1",2,"male single","none",1,"car",29,"stores","own",1,"skilled",1,"none","yes","good"
"<0",6,"critical/order existing credit","new car",3676,"<100","1<=X<4",1,"male single","none",3,"real estate",37,"stores","rent",3,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","furniture/equipment",1817,"<100","1<=X<4",4,"female div/dep/mar","none",2,"no known property",28,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",48,"delayed previously","other",7582,"100<=X<500","unemployed",2,"male single","none",4,"no known property",31,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",36,"delayed previously","new car",7432,"<100","1<=X<4",2,"female div/dep/mar","none",2,"life insurance",54,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"critical/order existing credit","radio/tv",700,"no known savings",">=7",4,"male single","none",4,"no known property",36,"stores","for free",2,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","radio/tv",1552,"<100","4<=X<7",3,"male single","none",1,"car",32,"bank","own",1,"skilled",2,"none","yes","good"
"<0",18,"critical/order existing credit","radio/tv",1880,"<100","4<=X<7",4,"male mar/wid","none",1,"life insurance",32,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
">=200",6,"critical/order existing credit","new car",1323,"<100",">=7",2,"male single","none",4,"car",28,"stores","own",2,"skilled",2,"yes","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",6296,"<100",">=7",2,"male single","none",1,"no known property",41,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",48,"existing paid","other",5381,"no known savings","unemployed",3,"male single","none",4,"no known property",40,"bank","for free",1,"unemp/unskilled non res",1,"yes","yes","good"
"no checking",12,"existing paid","furniture/equipment",763,"<100","1<=X<4",4,"female div/dep/mar","none",1,"real estate",26,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",21,"delayed previously","used car",2993,"<100","1<=X<4",3,"male single","none",2,"real estate",28,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",15,"delayed previously","radio/tv",1478,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",33,"bank","own",2,"skilled",1,"none","yes","good"
">=200",12,"existing paid","new car",1330,"<100","<1",4,"male single","none",1,"real estate",26,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"critical/order existing credit","retraining",941,"no known savings","4<=X<7",1,"female div/dep/mar","none",3,"life insurance",39,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",10,"existing paid","new car",1287,"no known savings",">=7",4,"male single","co applicant",2,"life insurance",45,"stores","own",1,"unskilled resident",1,"none","no","good"
"<0",24,"existing paid","radio/tv",1603,"<100",">=7",4,"female div/dep/mar","none",4,"car",55,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","new car",2133,"no known savings",">=7",4,"female div/dep/mar","none",4,"no known property",52,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",30,"existing paid","radio/tv",1715,"no known savings","1<=X<4",4,"female div/dep/mar","none",1,"car",26,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",12,"critical/order existing credit","education",3565,"no known savings","<1",2,"male single","none",1,"life insurance",37,"stores","own",2,"unskilled resident",2,"none","yes","good"
"no checking",36,"critical/order existing credit","used car",5711,">=1000",">=7",4,"male single","none",2,"car",38,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",1262,"<100","1<=X<4",3,"male single","none",2,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",12,"existing paid","used car",2028,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",12,"existing paid","retraining",754,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",5,"existing paid","business",3448,"<100","4<=X<7",1,"male single","none",4,"real estate",74,"stores","own",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",20,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",2238,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",25,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",12,"no credits/all paid","retraining",3447,"500<=X<10000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",35,"stores","own",1,"unskilled resident",2,"none","yes","good"
"<0",15,"existing paid","furniture/equipment",1845,"<100","<1",4,"female div/dep/mar","guarantor",1,"life insurance",46,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",7,"delayed previously","radio/tv",846,"no known savings",">=7",3,"male single","none",4,"no known property",36,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",1098,"<100","unemployed",4,"female div/dep/mar","none",4,"car",65,"stores","own",2,"unemp/unskilled non res",1,"none","yes","good"
"<0",12,"delayed previously","new car",1344,"<100","1<=X<4",4,"male single","none",2,"real estate",43,"stores","own",2,"unskilled resident",2,"none","yes","good"
"0<=X<200",39,"delayed previously","education",11760,"100<=X<500","4<=X<7",2,"male single","none",3,"no known property",32,"stores","rent",1,"skilled",1,"yes","yes","good"
"no checking",18,"delayed previously","radio/tv",2320,"<100","unemployed",2,"male single","none",3,"real estate",34,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",1295,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"stores","own",2,"skilled",1,"none","yes","good"
"<0",12,"existing paid","new car",3651,">=1000","1<=X<4",1,"male single","none",3,"life insurance",31,"stores","own",1,"skilled",2,"none","yes","good"
"0<=X<200",18,"existing paid","radio/tv",3213,"500<=X<10000","<1",1,"male mar/wid","none",3,"real estate",25,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",6,"critical/order existing credit","retraining",932,"no known savings","4<=X<7",1,"female div/dep/mar","none",3,"life insurance",39,"stores","own",2,"unskilled resident",1,"none","yes","good"
"0<=X<200",15,"critical/order existing credit","radio/tv",1537,"no known savings",">=7",4,"male single","guarantor",4,"real estate",50,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",14,"existing paid","new car",3973,"<100","unemployed",1,"male single","none",4,"no known property",22,"stores","for free",1,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","radio/tv",2404,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",24,"existing paid","furniture/equipment",929,"no known savings","4<=X<7",4,"male single","none",2,"car",31,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",18,"critical/order existing credit","new car",1055,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",30,"stores","own",2,"skilled",1,"none","yes","good"
"<0",6,"critical/order existing credit","radio/tv",1169,"no known savings",">=7",4,"male single","none",4,"real estate",67,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",15,"delayed previously","used car",3594,"<100","<1",1,"female div/dep/mar","none",2,"life insurance",46,"stores","own",1,"unskilled resident",1,"none","yes","good"
"<0",18,"critical/order existing credit","new car",5302,"<100",">=7",2,"male single","none",4,"no known property",36,"stores","for free",3,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",18,"critical/order existing credit","furniture/equipment",3780,"<100","<1",3,"male div/sep","none",2,"car",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",36,"no credits/all paid","domestic appliance",3990,"no known savings","<1",3,"female div/dep/mar","none",2,"no known property",29,"bank","own",1,"unemp/unskilled non res",1,"none","yes","good"
"<0",24,"existing paid","radio/tv",3660,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",24,"existing paid","used car",2760,"no known savings",">=7",4,"male single","none",4,"no known property",36,"bank","for free",1,"skilled",1,"yes","yes","good"
"<0",18,"critical/order existing credit","new car",5302,"<100",">=7",2,"male single","none",4,"no known property",36,"stores","for free",3,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",36,"delayed previously","used car",8947,"no known savings","4<=X<7",3,"male single","none",2,"car",31,"stores","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"no checking",10,"existing paid","new car",1597,"500<=X<10000","1<=X<4",3,"male single","none",2,"no known property",40,"stores","rent",1,"unskilled resident",2,"none","no","good"
"no checking",12,"critical/order existing credit","radio/tv",522,"500<=X<10000",">=7",4,"male single","none",4,"life insurance",42,"stores","own",2,"skilled",2,"yes","yes","good"
"0<=X<200",6,"delayed previously","furniture/equipment",1050,"<100","unemployed",4,"male single","none",1,"life insurance",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",24,"existing paid","used car",2964,"no known savings",">=7",4,"male single","none",4,"no known property",49,"bank","for free",1,"skilled",2,"yes","yes","good"
"0<=X<200",18,"existing paid","business",1941,">=1000","1<=X<4",4,"male single","none",2,"life insurance",35,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"no checking",12,"critical/order existing credit","new car",1200,"<100",">=7",4,"male single","none",4,"real estate",61,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",15,"critical/order existing credit","furniture/equipment",1520,"no known savings",">=7",4,"male single","none",4,"life insurance",63,"stores","own",1,"skilled",1,"none","yes","good"
"<0",48,"existing paid","used car",4788,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"stores","own",1,"skilled",2,"none","yes","good"
"no checking",10,"existing paid","radio/tv",1924,"<100","1<=X<4",1,"male single","none",4,"life insurance",41,"stores","own",1,"skilled",1,"yes","no","good"
"no checking",18,"critical/order existing credit","furniture/equipment",1817,"<100","1<=X<4",4,"female div/dep/mar","none",2,"no known property",28,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",15,"critical/order existing credit","radio/tv",1459,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",43,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",18,"existing paid","furniture/equipment",2515,"<100","1<=X<4",3,"male single","none",4,"real estate",43,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",30,"critical/order existing credit","radio/tv",5954,"<100","4<=X<7",3,"male single","co applicant",2,"car",38,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",15,"existing paid","radio/tv",1444,"no known savings","<1",4,"male single","none",1,"life insurance",23,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","furniture/equipment",2221,"500<=X<10000","1<=X<4",2,"female div/dep/mar","none",4,"car",20,"stores","rent",1,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","radio/tv",3077,"<100","1<=X<4",2,"male single","none",4,"car",52,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",9,"existing paid","furniture/equipment",2301,"100<=X<500","<1",2,"female div/dep/mar","none",4,"life insurance",22,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",20,"existing paid","used car",6468,"no known savings","unemployed",1,"male div/sep","none",4,"real estate",60,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",6,"critical/order existing credit","radio/tv",1382,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",12,"existing paid","furniture/equipment",3590,"<100","1<=X<4",2,"male single","none",2,"life insurance",29,"stores","own",1,"unskilled resident",2,"none","yes","good"
"no checking",21,"existing paid","used car",2476,"no known savings",">=7",4,"male single","none",4,"real estate",46,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",18,"existing paid","repairs",3872,"<100","unemployed",2,"female div/dep/mar","none",4,"car",67,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",10,"existing paid","new car",1546,"<100","1<=X<4",3,"male single","none",2,"real estate",31,"stores","own",1,"unskilled resident",2,"none","no","good"
"no checking",24,"critical/order existing credit","radio/tv",2223,"100<=X<500",">=7",4,"male single","none",4,"life insurance",52,"bank","own",2,"skilled",1,"none","yes","good"
"0<=X<200",20,"no credits/all paid","used car",6148,"100<=X<500",">=7",2,"male mar/wid","none",4,"car",31,"bank","own",2,"skilled",1,"yes","yes","good"
"no checking",36,"delayed previously","new car",10875,"<100",">=7",2,"male single","none",2,"car",45,"stores","own",2,"skilled",2,"yes","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",7374,"<100","unemployed",4,"male single","none",4,"life insurance",40,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",7,"existing paid","radio/tv",2329,"<100","<1",1,"female div/dep/mar","guarantor",1,"real estate",45,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",10,"critical/order existing credit","furniture/equipment",2146,"<100","<1",1,"female div/dep/mar","none",3,"real estate",23,"stores","rent",2,"skilled",1,"none","yes","good"
"no checking",36,"existing paid","radio/tv",3835,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",45,"stores","own",1,"unskilled resident",1,"yes","yes","good"
"<0",18,"no credits/all paid","radio/tv",1940,"<100","<1",3,"male single","co applicant",4,"no known property",36,"bank","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",15,"existing paid","furniture/equipment",1845,"<100","<1",4,"female div/dep/mar","guarantor",1,"life insurance",45,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",14,"existing paid","business",1410,"500<=X<10000",">=7",1,"male mar/wid","none",2,"real estate",35,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",36,"critical/order existing credit","new car",6614,"<100",">=7",4,"male single","none",4,"car",34,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",24,"no credits/all paid","furniture/equipment",2828,"500<=X<10000","1<=X<4",4,"male single","none",4,"real estate",22,"stores","own",1,"skilled",1,"yes","yes","good"
"<0",20,"existing paid","furniture/equipment",2212,"no known savings","4<=X<7",4,"male single","none",4,"car",39,"stores","own",1,"skilled",1,"yes","yes","good"
